driver_id,first_completed_trip,lifetime_rating,lifetime_fares,lifetime_completed_trips
42ea-14b0,4/13/12,4.69,3497.69,320
4837-b193,6/2/09,4.81,58301.02,5633
419b-3336,2/11/11,4.84,38541.79,4409
444a-fe04,1/24/12,4.62,23307.24,2164
4737-0ed3,7/1/10,4.85,34446.46,3695
4dc3-8840,8/24/11,4.74,3061.01,316
47a5-e552,7/20/10,4.81,44897.51,4878
4af5-cfc3,5/31/11,,12789.98,1978
4cb4-546a,7/8/11,4.81,30157.55,3539
41bf-fecd,6/13/11,4.80,28267.48,3167
4480-a923,9/7/11,4.87,6540.23,720
4390-688f,8/17/10,4.74,33555.12,3304
48e1-478f,10/5/11,4.53,11530.06,1120
4532-165c,4/30/09,4.79,108163.02,9441
4ae3-b778,6/12/10,4.93,4178.24,449
4d79-b800,7/14/11,4.57,33288.18,3049
4906-10e8,3/7/12,4.87,7352.39,273
4ba4-51e8,11/11/11,4.82,3874.27,466
428a-a014,8/26/11,4.77,6163.44,592
4787-60c8,4/3/12,4.91,4413.43,412
4ace-fb0e,12/19/09,4.77,26312.43,2949
4c8a-7a9f,4/25/12,4.71,1387.61,118
49a6-d11b,7/12/10,4.64,64636.62,6171
41f3-4b13,9/3/11,4.74,23589.98,2592
458a-52ab,8/24/10,4.30,14924.32,2089
4e86-3b21,12/5/11,4.74,10401.49,1195
435c-ee2e,11/20/09,4.79,34094.08,2724
4a81-e7d8,4/15/12,4.93,353.63,29
4b99-d2b8,9/24/09,4.68,68582.66,8254
4ea3-5077,4/23/12,4.83,1792.00,200
4a67-c0ed,12/13/11,4.80,15692.76,1982
4440-5e77,3/28/12,4.87,3514.90,362
4a10-d2d1,7/5/11,4.83,1019.20,70
45fd-ef8a,9/11/11,4.89,8876.44,975
45ad-3524,10/29/10,4.90,4487.38,479
4d32-57c1,7/15/11,4.73,3589.22,244
4341-136a,2/1/12,4.64,13733.61,1625
4fa5-3202,11/7/11,4.73,30299.89,3355
4481-d1fc,2/7/11,4.63,1975.47,214
4a1e-931a,8/20/10,4.80,9568.41,807
4ed8-1f12,8/19/10,4.72,50133.74,5780
416e-e888,7/23/11,4.80,10539.12,1111
41fa-0ef0,10/31/10,4.69,2175.82,212
4aae-8d29,11/5/11,4.72,15981.14,1752
448c-862e,12/21/10,4.58,4464.62,487
48a6-f81c,3/9/12,4.94,2409.94,248
4879-e083,6/11/11,4.98,592.26,66
452b-f2a8,2/18/10,4.73,31405.52,3383
4673-7d3e,7/9/11,4.84,15218.53,1372
42c5-d570,10/16/09,4.81,135894.02,13489
474b-ea1b,11/1/11,4.86,7087.14,823
40d8-b223,9/13/10,4.86,12245.63,1251
4811-0e22,4/2/11,4.73,51465.94,4865
491a-2822,8/26/11,4.85,14381.14,1744
4340-7aba,7/13/10,4.74,41267.76,4460
4410-4d1f,6/21/11,4.74,26689.78,2723
42e9-00b5,3/6/12,4.86,5560.34,568
48bf-fbd1,8/28/11,,6760.32,1024
43d0-7a28,4/30/12,4.80,964.06,100
4768-afb2,9/27/10,4.71,41653.33,3859
49fe-b1a2,10/18/11,4.74,5372.04,675
47cd-934d,12/1/11,4.77,23320.70,1960
4544-57c5,8/18/10,4.67,8216.62,859
477b-d7f9,3/19/12,4.52,1803.43,168
49f7-ca61,3/7/12,4.82,7362.62,422
45e3-f23e,7/10/10,4.75,9076.15,1169
4506-162e,2/26/11,4.79,48186.53,5708
4bbe-733c,11/1/11,4.75,8941.30,936
4d05-12d1,3/14/09,4.77,25864.58,2539
460c-2af9,12/25/08,4.63,80857.34,7045
4646-f5d1,2/17/12,4.78,6841.40,694
4bc3-a773,5/20/10,4.82,12164.50,1368
4e50-eefa,6/9/10,4.82,5125.46,523
4d29-c166,11/5/09,4.83,46663.52,4373
4f8c-c255,8/28/10,4.68,35202.77,3677
4e62-f1ce,3/17/12,4.80,3357.50,316
44fc-9f90,12/26/09,4.80,23045.74,2513
4ac8-623f,3/30/12,,1073.28,155
4fe6-6983,9/28/09,4.77,15848.97,1682
4b29-7626,9/30/11,4.87,26535.90,3121
44ef-8c6b,7/20/09,4.63,7774.64,764
4e65-6781,12/25/10,4.67,6042.51,651
4255-350d,1/24/11,4.41,13053.94,1344
4dec-b25a,7/30/11,4.68,30903.50,3545
46a9-686d,8/6/11,4.85,17842.62,1721
45ee-e4e3,8/10/10,4.82,26195.65,1611
49f1-eedc,2/22/12,4.82,10891.91,1071
4eef-4e3d,2/19/11,4.81,32266.78,3600
4e88-1dcc,4/6/12,4.66,502.46,57
47fb-b353,12/11/09,4.78,48583.30,5534
44df-b2a3,4/17/11,4.67,37376.40,3262
475c-08bb,11/23/09,4.84,111228.66,9443
4a81-6a10,11/19/08,4.76,142829.19,12992
48d7-5ea4,9/5/08,4.82,282158.02,9658
4ed2-4e4a,8/12/10,4.79,13462.46,1238
4d73-9048,3/15/10,4.77,76265.34,7261
43ef-8676,11/2/10,4.87,1497.57,145
4962-bb44,12/24/10,4.85,70968.89,6888
496d-f156,2/27/10,4.80,51744.18,5371
44ff-98ae,8/6/10,4.77,12479.37,1299
4fb7-86eb,10/5/11,4.87,8577.51,752
4771-be15,1/19/12,4.87,4112.42,443
406d-69f4,12/27/11,4.87,8446.26,827
4aa6-1e54,8/24/11,4.82,6474.26,688
429a-d361,7/6/11,4.71,6090.58,633
4e68-3e06,12/24/11,4.83,3439.97,312
4f4b-6251,1/13/11,4.76,9414.30,780
47b7-993f,11/3/11,4.61,7007.14,601
4557-87f0,2/27/11,4.74,41947.02,5181
4f13-747b,6/12/09,4.75,112362.49,10581
4da2-6e23,2/22/12,4.55,3312.43,358
4281-f4cf,7/2/10,4.73,30819.10,3251
41ae-f9d1,2/9/10,4.66,73919.69,7365
4704-d917,10/24/09,4.79,34652.78,3598
4de7-65b5,8/12/10,4.86,37897.36,4213
4db1-039e,8/22/09,4.86,61394.54,5793
4d41-a11a,3/28/11,4.82,20627.74,2210
40e2-3a54,10/31/09,4.76,130604.69,12412
4268-d78d,11/18/09,4.81,45842.14,5261
4a8d-a45a,3/2/12,4.40,3747.81,311
4290-a752,9/16/11,4.76,7450.82,729
40f9-3dc4,4/21/12,4.82,1715.99,189
4051-0885,10/23/09,4.85,31966.08,3119
4357-8aa9,7/1/10,4.81,48346.90,5252
4675-5851,4/9/12,4.64,1422.71,160
44b3-511f,7/25/09,4.76,76813.99,7690
4b89-efcb,11/1/11,4.91,25307.99,2026
4916-7871,12/5/11,,2138.43,301
4d8b-60c9,11/14/10,4.76,38379.66,1543
41ce-11d5,12/4/10,4.82,30900.18,3675
48f1-f4a4,2/11/10,4.72,110432.00,8623
4764-32d3,3/14/09,4.70,185553.28,16455
49e4-e23b,12/26/11,4.70,9667.60,1069
4532-1efb,1/7/11,4.77,12190.66,1396
4d9d-7497,3/21/09,4.69,55420.14,4761
427c-597f,7/16/11,,1424.91,204
4720-1a9c,3/3/12,4.87,5919.02,526
4643-5013,3/24/12,5.00,589.36,64
4f1c-1906,3/30/12,4.76,955.75,86
4a57-1da5,3/14/11,4.60,17771.42,1847
4313-eca8,8/16/10,4.86,45146.55,4778
493c-50d1,5/3/10,4.90,4764.70,537
4163-6e16,7/4/10,4.79,35619.26,4099
4411-5917,9/19/11,4.69,8777.65,975
4af2-25d9,12/13/08,4.70,72767.54,6962
4b8c-1636,3/26/11,4.73,21316.62,2401
4d0a-5830,1/12/12,4.89,9140.87,748
4b23-bb33,9/23/11,4.86,12269.73,1243
4909-69ef,6/27/11,4.81,17395.86,1837
48fe-52b9,12/22/09,4.82,35968.18,3364
4b47-033a,11/5/11,4.76,14738.79,1647
40a8-2899,4/13/12,4.87,614.53,77
4a01-280f,9/16/10,4.81,19304.26,2087
4cbc-dc56,4/9/10,4.81,59435.59,6081
4942-7008,5/13/11,4.87,22041.66,1890
4f9d-a6d6,3/30/12,4.82,2196.27,239
45d0-c069,6/30/11,4.79,23558.34,2518
43b6-762e,9/27/09,4.82,110191.49,11874
48f3-ad61,3/23/11,4.79,52608.34,5478
4162-f345,10/7/10,4.71,70588.94,6423
43ff-2ddc,4/14/12,,431.50,73
4924-e874,7/30/11,4.91,15303.10,1782
41ce-07fd,4/13/07,4.77,297331.89,12697
44a9-23a4,9/28/09,4.70,145430.65,15555
4d80-2e13,8/25/10,4.69,72159.79,7594
41ef-9690,3/29/11,4.85,21204.55,2279
4039-68bf,10/1/10,4.81,21523.03,2400
43cb-fcb1,4/15/12,,96.35,15
4bf5-8ff9,4/30/12,4.84,389.21,33
4c6e-6284,4/20/12,4.93,1524.98,171
484a-b767,8/10/10,4.85,16519.60,1626
471f-d7b8,4/2/12,4.53,2508.90,252
40d5-430b,2/25/11,4.72,30846.75,2748
42ff-4337,5/31/11,4.90,23102.00,2027
481f-95cf,11/13/08,4.71,5022.85,501
4e77-e51b,9/12/11,4.50,15077.72,1661
4ab9-6ef8,9/10/10,4.67,5170.26,603
4dde-3877,10/22/10,4.79,23510.84,2347
4798-f533,4/19/11,4.84,75056.00,8017
4cc3-98dd,11/26/10,4.89,15918.78,1630
4712-840b,7/9/11,4.68,40657.49,4643
4ec8-f1c6,8/20/11,4.84,24311.47,2533
4ff3-8166,1/9/12,4.62,4796.03,448
4479-4706,10/22/08,4.69,98507.97,8102
41c4-fd2b,1/4/11,4.73,16424.68,1571
43a8-1051,8/6/11,4.84,95904.30,4139
44e6-85ca,10/29/09,4.84,31742.70,3644
4aa5-727b,5/6/10,4.91,54886.54,5796
466b-8ec4,1/8/12,4.55,2870.23,344
414c-e780,6/9/10,4.88,81384.06,4011
4847-464f,6/27/11,4.80,2545.20,305
4f51-dcde,12/10/10,4.73,31736.46,3434
406c-fb43,8/26/11,4.90,8720.89,1000
4ca4-2f4b,12/24/11,4.77,13050.48,1264
40f1-d67c,9/26/09,4.85,56483.80,5911
46e7-521c,11/20/10,4.86,25942.08,2625
492e-ba30,10/27/10,4.85,33202.19,3501
4e58-31e6,5/29/10,4.74,67647.57,3283
4c45-a1a6,9/30/11,4.68,25266.22,2936
4e54-09f4,9/6/11,4.81,21784.25,2443
473a-defd,3/6/11,4.93,9965.97,971
424e-2d46,7/8/10,4.84,34242.88,4000
438c-6371,2/14/12,4.48,7356.15,655
4b95-b35c,9/5/11,4.79,21971.90,2475
4144-41a9,4/18/12,4.71,468.82,48
44b4-489e,1/6/09,4.76,144378.87,11158
4c0b-8947,10/9/11,4.69,11942.56,828
4fb2-f47b,9/7/11,4.50,11198.94,1084
431d-69a8,4/30/11,4.88,18038.34,1823
41a0-28af,8/1/11,4.83,24347.22,2674
41ff-ecd5,3/22/11,4.84,72280.06,2361
440e-0ccd,3/15/11,4.81,32095.36,3888
44b8-740d,10/9/11,4.76,12799.66,1347
4c4c-75ba,4/7/12,4.75,4199.92,401
42ea-c050,4/18/11,4.91,64195.71,2193
4776-7891,10/25/10,4.84,8968.02,955
4fe7-be8b,2/1/09,4.84,107351.70,10220
4455-7f1f,8/30/11,4.73,12309.32,1090
47d0-33d8,3/2/11,4.65,11237.54,1239
4ad9-f835,12/17/11,4.87,9732.22,1099
42f6-2fd6,2/20/12,4.82,9565.64,940
43cf-5b55,2/22/12,4.53,5773.13,561
4d94-6f7a,3/31/10,4.72,15076.20,1442
4a6f-1ea3,5/30/09,4.82,87175.44,9328
4b75-bb41,8/21/10,4.74,29071.45,2596
4032-9b57,12/1/10,4.73,65695.33,3652
44b5-9bc8,2/28/12,,2756.28,412
4131-85e0,12/31/11,4.63,4831.38,528
4054-1bbd,2/20/12,,240.00,41
4c27-74a6,6/9/11,4.83,26174.40,2992
4ba5-bbd3,2/3/12,4.64,5123.94,582
4c45-9502,12/11/10,4.84,9992.74,972
49e0-ecdd,1/19/12,4.85,2716.46,294
4e37-d9e2,5/1/12,4.81,371.93,39
424b-d82d,3/25/12,4.76,1649.08,175
4eff-2d32,11/16/10,4.81,28907.59,3198
4893-1791,4/7/11,4.79,29122.16,3145
45fb-768c,11/20/11,4.66,11057.40,1136
40c3-be7a,1/30/09,4.85,167339.42,17381
4345-4424,7/2/09,4.85,31692.20,3312
4865-f29b,12/29/11,4.79,2164.59,240
4653-0823,4/6/12,4.70,2445.62,264
4573-4c9b,2/21/12,4.81,9785.88,1089
49b3-1bad,7/13/11,4.73,7366.66,735
49cc-2d3b,6/16/11,4.76,20887.69,2178
425a-0499,12/13/10,4.59,22629.85,2513
4af2-d7de,11/7/09,4.72,27026.13,2831
4f84-6773,11/21/09,4.82,72509.71,6727
4204-ad50,10/27/10,4.81,64507.19,7280
4c07-c574,1/24/12,4.83,9392.05,1092
4e17-ed47,1/8/12,4.92,9078.90,1074
4183-4105,4/11/11,4.89,19681.79,2323
4584-7728,4/13/12,,306.06,54
4e81-09d1,2/11/09,4.81,25451.70,2255
4ccb-a2eb,12/24/10,4.69,23782.50,2520
4693-19c2,7/14/11,4.90,8095.55,889
4824-cff5,12/8/10,4.86,7608.09,788
4e5f-f0f2,10/9/08,4.80,83218.42,8817
45c7-4774,6/25/11,4.66,34373.02,3874
46b5-61ac,10/25/11,4.96,2240.89,264
44bf-5e2f,5/4/11,4.79,22217.03,2381
452d-5514,2/20/12,,557.18,97
4193-00ce,3/26/12,4.55,1907.71,200
467c-5a6a,8/5/10,4.88,4341.86,451
4a13-53cb,6/18/10,4.86,8639.99,868
4648-b14c,11/1/08,4.75,84105.89,8590
4d11-b096,9/27/10,4.83,26973.04,2814
42a9-9891,5/31/11,4.91,9552.54,712
4217-a157,8/9/10,4.68,2883.90,300
4c44-1a6c,10/17/11,4.82,8265.10,876
48d3-0358,9/10/11,4.95,2921.90,267
40cc-85b2,6/29/09,4.86,93149.48,9287
4cea-5198,6/19/10,4.76,49417.70,5207
49fc-b986,1/5/10,4.72,52459.96,5581
429f-77aa,3/23/11,4.86,36738.32,4053
47ce-2d96,1/29/12,4.63,4269.76,435
4174-8faf,8/25/10,4.69,70152.52,6528
453e-faa8,10/7/09,4.85,53222.25,5246
4669-2018,12/11/10,4.84,17030.83,1840
4760-6e8e,4/21/10,4.85,63702.07,4102
468d-34d8,2/21/09,4.79,91943.68,9655
47fa-e243,9/15/11,4.85,12402.19,1383
4c81-d407,12/2/09,4.90,49505.05,3370
40b4-860e,8/26/11,4.88,12508.67,1310
4d3d-1a4e,1/17/11,4.85,35798.38,4200
4da0-23d4,10/1/09,4.59,37727.79,3918
41c3-37cb,9/20/10,4.81,42617.94,4510
4d86-9231,10/4/10,4.86,17386.82,1762
4f90-9f0d,9/1/10,4.71,15488.81,1675
4462-4ddf,8/7/11,4.78,36808.55,3190
47e2-1cd7,11/24/10,4.78,9256.90,1026
41cb-9984,4/9/12,4.91,2399.67,258
4f22-170f,4/6/10,4.75,79598.25,8671
4416-8f5a,7/12/10,4.72,21172.31,2097
4ad4-ed9d,10/17/09,4.72,41973.96,4249
4498-8484,8/28/10,4.77,48643.92,4941
4571-5c3f,1/13/10,4.82,77986.70,8419
4f2b-672c,6/24/11,4.75,38509.89,4343
40ce-4321,12/14/10,4.80,11715.42,1357
4467-e415,2/9/10,4.64,55449.58,5275
4572-d67c,6/25/09,4.67,97931.08,10219
4abf-8d9c,7/13/10,4.90,10721.29,1031
4eee-b9dd,12/6/11,4.73,10949.60,1208
4fff-5bc5,2/22/12,4.78,7017.67,723
4270-2106,5/23/09,4.81,78429.39,7468
4ac5-4e39,11/10/10,4.86,6153.56,663
40a9-f2c8,7/30/11,4.82,7493.26,755
4de7-3b4a,11/5/11,4.88,9875.66,1063
428e-40b8,10/26/11,4.60,8621.43,971
4880-78a5,4/20/12,4.89,394.25,32
49af-cf29,8/30/11,4.69,9303.33,951
4a89-78e8,2/28/12,4.89,3565.54,364
43c5-4c53,10/17/11,4.68,18014.14,1858
44f7-534f,12/12/11,4.89,2966.06,337
43f8-90b4,6/16/09,4.86,113453.09,11649
4ed5-074f,4/17/09,4.68,61188.43,5569
417d-fe14,12/29/11,4.76,13508.92,1425
43c2-1d49,10/23/09,4.61,132221.10,14425
43b2-2e0b,4/11/12,4.70,1136.11,120
446d-b63f,11/22/10,4.78,3624.88,383
4865-d6d9,5/29/11,4.85,15264.46,1848
4e10-2569,8/12/10,4.74,6366.74,674
47bd-ec8b,2/19/10,4.69,52310.80,5540
498b-4a5c,2/11/11,4.82,75214.26,8423
4d53-bb77,12/31/11,4.90,7606.26,733
42ea-71ef,2/3/10,4.85,42105.95,4314
47bf-9132,8/9/10,4.89,24340.08,1668
4a6f-b50f,7/27/10,4.78,4864.41,476
4a87-7b99,7/11/10,4.79,21715.90,1750
4367-5e62,4/14/12,4.63,1003.58,79
4017-f495,7/4/11,4.64,40701.59,4276
45ca-b63f,3/16/12,4.80,2317.35,269
4d0f-be1c,4/5/12,,805.54,115
452d-e8fb,9/28/10,4.85,59840.43,2220
4426-783e,5/2/09,4.80,119767.53,11828
49ad-0b73,4/28/10,4.69,5695.66,561
4e93-32d5,1/2/11,4.79,44686.29,4141
465b-bf79,2/13/12,4.69,8162.95,601
4b45-657a,7/27/10,4.63,21905.63,2359
4994-462a,9/7/11,4.75,16530.24,1844
4066-cf36,5/12/10,4.92,7125.95,687
4635-5ba0,9/16/11,4.76,18254.31,1778
4703-6e3f,6/22/11,4.73,10716.80,1132
4d95-7fdd,8/22/11,4.83,10832.47,1149
41f6-7987,11/5/10,4.89,8404.73,914
4c23-5cbe,9/1/11,4.61,34001.24,3975
49f7-26d3,4/7/10,4.78,16682.50,1206
4e72-e828,1/9/12,4.92,4910.24,378
48d6-621b,12/11/11,4.78,9519.66,998
4ce4-f7f8,11/11/09,4.78,11634.07,767
4400-37b5,2/24/12,4.89,5419.57,477
4b80-1340,7/9/11,4.87,29960.28,3406
488c-912f,3/15/12,4.88,1146.71,119
4da7-aad7,4/2/12,5.00,527.29,59
4f3f-497f,1/31/12,4.58,4750.75,443
47c0-4cf2,6/19/11,4.83,26648.06,3271
41ee-8cc6,9/16/10,4.70,42713.92,4728
41b1-ec1b,6/5/09,4.70,12493.84,1171
4ea2-d936,9/15/09,4.82,16564.65,1396
4e7c-d833,6/16/11,,7325.75,1143
4b0d-6938,4/14/10,4.86,61593.92,6615
4b32-646b,8/25/11,4.65,316.22,33
4821-0c05,1/30/09,4.70,34754.18,3776
4275-3de6,12/24/11,4.88,4162.05,435
47eb-ee24,12/30/11,4.86,1759.26,223
4e7d-f050,4/29/09,4.84,149987.67,12798
4677-51db,1/6/11,4.78,36870.86,3999
471b-3bf7,9/16/10,4.84,31388.38,3456
41c3-2c00,9/1/09,4.71,104375.38,7403
49e9-e5b5,11/9/10,4.76,15229.00,1540
432e-41db,11/23/11,4.89,11009.48,1358
464d-7bdb,7/23/11,4.74,21641.02,2403
46f5-d44b,4/30/09,4.66,5013.30,575
4d2b-18f2,3/2/12,4.85,3628.31,388
422e-e814,5/13/11,4.87,11115.57,1211
41c7-bb0d,2/22/12,,2302.43,338
45ae-cc68,1/5/12,4.80,4502.98,451
4d16-181a,7/2/10,4.88,15307.87,1745
4f96-28cc,9/5/11,4.83,22069.55,2343
4cfc-c252,2/25/11,4.90,21336.37,2152
41dd-d434,8/8/11,4.76,16546.04,1816
4187-5796,11/11/11,4.40,3150.28,361
410e-0256,8/10/11,4.86,26044.38,2837
49b4-e591,1/12/12,4.77,3371.02,199
4bf8-9c5a,2/16/11,4.62,2861.38,349
4ba9-ca49,4/2/10,4.73,69109.68,7659
4343-8a47,5/8/08,4.78,229212.64,10012
4774-f465,12/11/08,4.80,102602.73,8510
4e78-238d,3/21/10,4.85,31975.64,3412
4256-be43,12/9/09,4.83,50625.61,5447
4d2d-ee63,2/1/07,4.76,107744.32,4752
44f6-829b,8/11/10,4.81,19355.82,2127
40b4-68d9,10/18/09,4.80,8201.12,777
40fa-7375,9/7/11,4.54,24608.32,2697
44be-9fc5,8/6/11,4.86,10404.05,1041
4914-3eaf,5/31/10,4.83,46712.36,5325
4973-6a97,11/1/09,4.84,34051.80,3361
4342-d054,2/18/12,4.76,5340.22,509
4046-268c,11/28/08,4.71,127347.29,11109
451b-c28b,11/10/11,4.79,16233.20,1849
4d5e-7f25,11/21/11,4.70,25143.55,2864
436b-e8c3,4/14/10,4.72,86332.76,7973
4096-7c36,12/30/11,4.76,4109.68,400
4080-6394,3/18/10,4.84,125995.58,14412
4e38-78e2,11/25/10,4.78,8912.03,950
45c3-da6e,5/6/09,4.82,96196.70,3904
458a-6c85,4/5/12,,1751.15,270
4601-4ddf,8/10/09,4.84,43854.01,4006
45b7-6a14,9/5/11,4.70,11996.10,1371
424e-9304,3/14/10,4.79,55158.98,4937
4ee3-9f59,12/29/11,4.89,707.26,90
42f0-e683,4/18/12,4.85,830.85,80
48f2-ab36,5/8/09,4.90,144859.74,3706
4113-5dcf,2/5/11,4.72,34880.89,3432
459a-c7f4,5/22/10,4.91,36404.77,3620
4487-95fe,11/22/11,4.62,6121.29,656
4879-77cc,7/10/10,4.84,42463.35,4194
4ca6-eb1d,7/2/09,4.67,72229.31,7134
4bb6-120e,10/23/10,4.71,19887.60,1836
418e-a089,2/26/12,4.85,12359.34,1307
43f8-e751,2/24/12,4.89,716.60,88
40f3-45b2,9/4/11,4.88,5970.80,669
47c7-2748,7/8/11,4.75,56235.94,5494
4ef0-9c07,3/4/10,4.73,9596.64,846
4681-e344,1/4/12,4.90,677.84,68
4499-cef9,10/8/08,4.73,76660.91,7478
4952-c644,2/18/12,4.57,2630.32,214
49bc-6d66,11/12/11,4.88,4063.18,460
4293-139e,1/14/12,4.88,9045.07,1082
4050-7789,3/22/12,4.52,3339.15,302
4a56-97b3,9/27/10,4.75,37316.46,3980
4254-78e2,10/31/09,4.83,12869.37,1477
425e-f517,1/20/10,4.80,13696.90,1561
45b4-148d,5/15/10,4.74,17260.56,1750
47be-d06b,3/23/10,4.58,13187.87,1324
43b4-f57e,1/7/09,4.82,50409.29,4999
44e3-0fa3,7/11/11,4.77,6742.67,571
4566-0139,2/10/12,4.78,1027.53,99
4cab-3ab9,5/7/11,4.79,22307.48,2466
4748-3876,6/14/10,4.87,77334.58,8029
4f2b-8a05,12/8/11,4.79,3944.14,447
48c6-ac10,11/16/11,4.47,10980.31,1141
4e94-1b26,12/11/10,4.80,61620.38,6775
480b-3c29,12/18/10,4.61,22971.55,2260
4d4b-c6e5,2/3/09,4.88,51278.85,5350
409f-a072,11/26/11,4.62,9080.86,960
460a-e0f4,11/17/11,4.66,2633.14,301
4ea8-d1e2,3/8/12,4.72,7639.01,784
4d15-108b,4/25/11,4.83,10066.11,1168
4552-e99f,6/18/11,4.62,19824.21,2083
4279-3b16,3/7/12,4.74,7483.28,752
4f2a-4338,7/9/10,4.85,4027.58,471
43af-7a3f,3/25/09,4.74,63704.30,6534
4128-d484,1/6/12,4.71,19879.63,1660
4045-1674,4/8/12,4.88,4353.14,490
48bc-906e,1/29/12,4.89,2063.28,215
45a2-6044,7/28/11,4.84,20358.70,2392
4eab-72e7,2/7/11,4.83,18692.11,2267
4d01-d977,1/3/12,4.72,11003.04,1218
4b0f-317c,6/12/11,4.86,28946.74,3218
486f-4af0,4/19/09,4.74,47085.84,4934
4961-b624,10/31/11,4.80,21876.30,1957
4bf9-a99a,1/24/10,4.79,39995.93,3893
4890-c365,7/24/11,4.96,6309.18,689
4503-ec0a,12/8/11,4.54,22285.98,2338
4a3a-7b8c,3/18/10,4.76,65940.41,6189
4501-d8bf,1/24/12,4.91,3597.73,401
49a7-d9d0,4/23/11,4.87,23701.21,2669
4aab-d186,10/14/10,4.47,9500.28,1012
492b-c058,2/17/12,4.75,2708.78,291
4163-bdda,9/25/10,4.72,2446.00,184
48d1-bd4a,12/17/10,4.84,10329.74,1322
4d07-ade7,7/27/10,4.78,58909.61,3868
4529-749e,4/4/12,4.83,1314.74,117
428b-4e6a,11/15/11,4.77,5023.02,480
40e1-5f05,8/4/07,4.72,197926.86,8692
4924-9f1c,12/12/11,4.54,13844.54,1675
4eac-7cb5,1/16/11,4.75,11411.10,1196
4268-048a,10/22/10,4.84,3557.99,403
45e5-ba27,1/2/12,4.86,12341.64,1171
4a8f-8d03,4/16/12,4.34,1893.03,199
47ea-d403,2/3/12,4.90,8125.59,644
4afc-5e8b,6/26/09,4.73,22563.02,1507
4b8e-9fb5,1/18/12,4.89,7777.55,925
4f3a-9d2c,3/21/12,4.71,2024.35,222
4ee4-f331,9/14/10,4.87,20203.45,2323
4b56-5856,10/28/11,,3060.06,458
4f01-c33c,5/14/10,4.75,53370.81,5326
42d2-70a8,4/27/12,4.90,174.54,21
4722-893b,1/7/10,4.86,12870.38,1454
419c-2201,1/15/12,4.77,6239.55,702
4c9e-bebb,7/3/10,4.82,65078.47,6620
4fd5-46de,7/13/11,4.76,14096.55,1582
4dbc-45e8,10/7/11,4.81,10374.58,1090
4908-828a,3/4/11,4.86,50763.71,5059
4e31-2d96,6/1/10,4.82,30380.94,3000
4ef7-60f7,11/28/09,4.77,15107.69,1684
4ffb-7fca,9/18/11,4.73,14177.02,1724
4cf4-9a66,3/24/09,4.75,118805.64,11708
41a3-04c7,7/22/11,4.91,4526.48,404
467d-3c17,11/14/10,4.69,12248.82,1246
41df-f2fc,4/14/12,4.95,3613.54,405
4daf-e068,9/25/07,4.70,192641.22,7445
4e45-1382,10/28/10,4.80,47290.75,5084
4a40-bc85,4/16/10,4.90,19634.86,2063
419b-6b55,3/7/12,4.81,8295.41,894
4f55-3a55,10/15/11,4.66,18037.26,1446
44f0-6f0f,11/2/09,4.88,91310.62,8623
46c9-d457,3/15/10,4.64,90749.87,8968
400c-3701,5/22/10,4.75,69919.09,6332
4198-ffd3,11/26/09,4.90,42264.16,4220
4313-ef16,7/13/11,4.82,11243.64,1172
4963-a98d,2/25/09,4.70,36040.84,3658
4517-94ce,4/5/12,4.74,1799.43,186
4523-1d4f,7/4/11,4.64,12562.30,1352
4368-72be,7/15/11,4.80,6726.20,788
4cd1-391d,11/16/09,4.87,59010.26,5306
441c-986c,3/2/12,4.71,10073.96,1045
4e71-be9b,10/9/09,4.80,8399.94,808
41b7-ce34,1/13/12,4.75,14509.25,1468
4f6f-e3d4,12/29/10,4.71,36234.93,3588
461c-548a,4/28/11,4.83,5764.63,563
4567-4d22,12/23/11,4.94,3284.96,321
4f1e-d0a6,10/22/11,4.87,36190.75,3289
4d47-37ff,4/7/07,4.75,269319.06,16877
4018-85e1,12/7/10,4.55,10937.57,1161
4fc2-6f53,1/11/09,4.75,26174.93,2747
4e3b-4286,1/25/11,4.67,31549.01,3088
4646-efd6,4/20/10,4.73,94239.08,6301
4bb0-2e4d,3/20/12,4.74,1507.82,151
47f3-1c90,8/13/11,4.71,15772.41,1826
4fdc-3619,10/1/11,4.83,8338.38,966
499f-ab5e,1/6/10,4.60,33225.59,3063
4bd8-d5a3,5/3/11,4.84,30931.10,3709
4631-7d69,2/4/11,4.95,18575.43,2164
48b0-d456,7/21/11,4.86,4220.75,469
4fc7-6a2b,1/13/12,4.74,23080.39,2575
4ed5-e240,4/7/12,3.07,1859.85,176
4d09-a169,2/4/12,4.83,1527.44,155
4054-c200,4/5/09,4.70,26067.84,2588
4a67-0695,2/4/12,4.69,2667.93,269
4171-4af3,1/13/12,4.80,15034.53,1715
49e7-0a80,5/6/10,4.78,50687.02,5578
4d2a-f5a7,10/27/11,,1972.68,351
4ad8-786a,8/19/11,4.85,9436.38,1048
4156-6ffb,3/4/11,4.78,33665.12,3328
4df8-97d4,8/30/11,4.84,18587.07,1909
42d2-eaea,11/20/08,4.75,53063.26,5706
4e8f-128c,12/8/09,4.77,95624.83,10125
4e4b-5342,6/11/10,4.87,26646.09,2986
4cdb-577d,5/31/07,4.78,161362.71,6270
471e-5198,11/11/09,4.77,10210.75,1053
46e5-6e1b,3/31/12,4.90,1716.58,185
4803-503c,4/17/10,4.83,19586.84,1995
460f-97a9,2/3/12,4.57,7789.88,891
