rider_id,first_completed_trip,lifetime_trips,first_trip_city_id,lifetime_payments
2847-d10f,3/7/09,525,1032,7263.72
2adc-30c2,5/5/08,129,1032,2002.14
55f4-521b,6/10/10,377,1066,2532.01
7b47-7180,6/26/11,119,1436,522.02
c419-09d2,9/20/11,47,2788,559.10
0a2b-9dcb,1/15/12,31,1084,321.42
3cc8-8d8f,2/28/10,500,1592,2364.54
577a-0b57,10/8/10,150,1032,1036.62
9d75-ab3a,9/17/11,137,1032,1061.70
a244-d75e,10/25/11,41,1750,540.02
a6f3-606a,2/29/12,11,1596,87.46
c798-d877,4/13/12,5,1032,127.96
0450-6a33,2/21/09,238,1020,5421.11
20e8-0214,1/16/10,303,1032,4066.66
96ec-6a23,1/17/09,487,1570,3575.68
9761-e002,6/24/09,533,1032,10267.51
b03b-9730,6/19/10,238,1024,2015.04
c3f8-cb69,6/23/10,436,1032,10733.87
c5f3-847d,5/17/08,383,1032,3637.84
ea52-1dff,7/6/10,29,1032,223.36
3e0b-ff4b,5/3/10,127,1032,959.30
4399-3406,4/8/11,27,1032,198.86
51ba-e090,8/25/11,38,1032,431.39
62e6-128e,10/18/09,99,1048,2151.11
7f67-cde2,9/9/11,117,1032,723.97
87f0-7be8,10/8/07,714,1032,6552.50
b819-0f19,2/1/09,377,1032,4860.54
e418-8b02,7/26/08,315,1066,3258.02
166c-cce3,12/9/07,745,1032,8746.54
1675-638e,9/6/09,116,1032,886.86
335d-1529,8/29/08,1861,1032,17235.60
4e45-a43e,3/17/09,65,1004,705.49
5b2e-d9fb,3/22/09,138,1032,1854.90
6180-8b07,8/8/10,138,1032,1434.20
a5d3-75cc,4/24/12,15,1032,120.33
148d-df7a,7/13/08,1042,1032,7556.01
2deb-25b4,8/16/11,11,1032,84.09
61c7-3a3c,7/28/07,59,1032,729.55
639b-4b20,3/2/09,584,1032,4565.43
6a8e-1997,1/19/11,41,1032,520.52
7c39-4b0d,2/12/09,365,1028,3921.15
99e0-f66f,6/26/09,522,1032,4047.32
ad49-0599,7/24/09,435,1020,4373.20
b397-b83c,3/4/12,6,1032,78.41
2520-0e17,6/3/11,331,1032,2975.83
7815-86e1,10/13/08,755,1032,6364.04
bbf8-32c1,7/9/11,242,1032,2548.91
e392-a593,9/28/09,76,1078,784.19
220d-827b,1/19/10,186,1032,1684.35
3277-0422,1/6/10,130,1032,1054.54
b516-0baf,1/7/10,219,1032,2222.74
ca7b-6e77,11/22/09,115,1032,1142.57
dcd8-1759,1/16/08,428,1032,4215.23
ed34-407c,4/1/08,82,1032,1522.62
14a3-de75,8/19/08,87,1086,2366.56
82a3-c049,8/26/09,64,1032,436.15
a2a7-acab,4/2/09,160,1032,1839.49
c6aa-185a,11/6/10,52,1078,465.76
fd14-eb13,11/17/07,971,1032,7551.84
1dfa-3878,5/31/08,220,1070,2118.93
2ef3-2e04,10/28/11,10,1032,85.23
362f-fd7c,9/6/07,544,1020,9018.74
760c-b8e5,6/23/09,87,1032,699.13
8dba-5115,5/16/08,439,1032,3679.83
d3ea-b227,1/7/10,108,1020,1432.14
f27f-a3df,4/24/09,148,1032,979.54
3450-181e,2/29/12,17,1032,118.38
5259-da70,1/24/10,164,1814,1581.55
6985-8df8,2/14/10,86,1032,637.66
7de0-ae36,2/14/11,201,1032,1955.23
835d-7da4,2/16/08,300,1032,4293.30
ae81-83c0,7/3/10,127,1020,1020.08
ca93-ab43,7/17/09,281,1020,2406.49
d481-9fbe,2/13/11,49,1032,457.71
d858-b3b3,12/6/08,532,1024,6078.66
f164-062a,4/13/10,215,1012,1564.19
0303-5bc2,6/20/10,11,1020,168.10
1527-725a,7/29/08,347,1032,2735.36
2b59-f9d8,3/7/12,16,1032,135.46
322c-74e2,1/7/10,126,1112,1961.55
a21c-0c4f,4/11/10,91,1032,839.07
d366-8662,8/1/09,199,1032,1862.74
e996-5393,1/4/09,246,1032,2632.19
5576-6e2b,11/23/10,218,1066,1799.28
a827-1e6a,9/4/11,37,1032,345.62
b474-6a5e,8/21/10,221,1128,2805.00
d779-1f4a,11/5/08,312,1032,8415.89
e3d7-fe22,9/2/09,153,1024,1089.50
f82c-11ee,4/28/12,5,1032,52.56
2658-6d49,7/16/10,32,1032,562.78
52be-c3f8,7/19/11,127,1092,1416.26
6520-b996,12/14/08,93,1024,982.89
cdf3-1c08,7/8/11,22,1032,317.22
4219-9093,11/6/09,376,1032,2749.91
a5cf-e600,6/27/10,149,1032,1347.88
0b8e-a04e,2/19/10,208,1032,1412.78
41a0-9be0,4/23/12,2,1032,12.52
617e-584f,2/22/12,35,1032,435.50
6215-dd85,8/26/10,29,1032,201.20
8113-131b,10/17/08,915,1032,7436.49
b342-f570,1/29/08,1256,1024,12819.05
bf92-ec1e,7/15/11,7,1082,91.30
d70a-e68e,3/23/09,367,1032,4076.24
e30a-7a51,4/23/11,420,1032,2784.50
7f5e-56c9,9/7/10,148,1032,1172.62
8940-088d,9/20/09,264,1840,2375.90
b32b-9927,7/13/10,89,1024,777.14
e335-507b,9/15/07,889,1032,7863.92
f761-e8e9,7/17/11,255,1032,1711.78
0d45-7dd8,2/18/12,8,1032,94.13
1cec-2a62,7/2/09,218,1032,2127.77
46e8-9ce7,10/27/07,700,1032,8314.27
6f8b-837d,9/29/10,12,1032,153.18
76f1-328b,2/3/12,23,1032,312.11
7d93-f30d,5/24/08,893,1112,7439.13
8544-52b7,1/17/11,77,1090,809.72
aa97-7b29,5/30/10,298,1032,3850.92
b73c-7d52,11/13/09,466,1032,4604.13
eba7-4249,3/27/10,764,1032,7628.31
15ea-f795,3/11/11,274,1032,2766.13
6727-06f4,7/4/10,350,1032,3598.07
6bcb-57ed,3/23/11,166,1032,1552.36
a7ff-c995,2/12/12,6,1288,33.34
1d93-457a,5/30/09,157,1032,1191.91
428a-62f1,7/30/09,146,1032,1421.51
50e5-dd2e,5/21/07,918,1032,8154.90
63ea-55a0,9/13/09,147,1032,1258.75
b9d1-3020,1/26/07,236,1032,3899.78
e37c-21e1,4/2/11,15,1020,269.47
1317-645f,4/18/09,58,1032,715.54
1d4e-1799,11/13/10,410,1032,2572.82
676d-cb2c,8/28/10,118,1032,951.46
7dbf-2117,9/3/09,65,1596,978.10
80d8-1a04,12/9/11,34,1032,689.01
d32b-e302,5/17/09,97,1020,1893.55
f097-8f25,12/7/07,335,1032,11318.93
1912-c560,6/12/10,86,1032,1506.41
249c-36ea,8/13/09,334,1032,3470.38
5aa1-c8ed,11/16/10,302,1016,1848.91
92c8-9b80,2/2/08,1079,1020,18273.05
a123-6418,12/17/11,45,1032,488.83
fabe-790b,3/27/12,6,1726,61.42
22e9-c589,9/27/08,390,1032,4075.82
47c6-f442,2/13/09,513,1032,3477.26
6e1e-ab4e,10/21/07,443,1004,4892.46
9556-3a76,4/25/12,7,1032,109.82
acc1-fe80,4/27/08,367,1032,2921.01
c99a-bdda,10/7/09,429,1032,3941.59
dadc-d341,1/2/11,53,1112,473.21
5f94-2d81,7/5/09,414,1032,3413.62
1db1-71cf,2/28/10,123,1032,964.76
3b6f-c7f9,3/14/09,148,1032,1834.14
83a1-4c94,10/10/09,272,1048,1840.40
b6ae-6b05,2/28/09,342,1032,2582.84
da3a-dfde,11/29/08,61,1032,701.32
1e3a-8faf,11/18/11,92,1032,987.22
3427-687e,3/29/09,96,1032,777.28
431b-719e,3/1/10,167,1066,1274.66
59d8-41b8,7/18/09,143,1032,2086.33
7c45-79f2,8/29/09,736,1032,6232.32
0ef1-77d7,11/22/09,15,1032,140.61
4724-cb07,4/22/12,9,1046,166.68
7ff8-848c,1/25/09,137,1032,1373.98
9d8e-f4ee,9/25/11,56,1032,568.96
dacf-d381,4/10/12,37,1046,247.07
6133-f76a,12/21/11,45,1032,409.36
69c4-7b00,11/7/08,196,1032,2214.08
af43-4fd7,5/27/09,751,1032,5902.23
3277-0737,9/8/11,41,1032,533.59
548e-02e4,1/11/12,57,1032,509.95
68f8-a251,9/13/09,299,1020,4106.15
6d06-1034,5/13/11,125,1838,1171.94
7fc5-c863,6/7/08,508,1032,5099.22
8161-89ec,1/21/12,13,1032,215.33
c922-d332,5/6/07,326,1032,3612.20
f71a-d7eb,10/21/08,775,1032,8288.94
fc05-bf85,2/27/12,104,1032,621.76
a2d5-fd6f,1/8/11,265,1032,2644.16
a61b-0d2f,6/7/09,427,1032,3967.58
c44c-2eb0,12/26/10,340,1032,3027.04
d124-f804,6/20/09,521,1032,3875.71
1153-1c7e,9/12/07,615,1024,12403.38
4f20-d7df,12/28/08,4611,1032,29081.67
6698-5702,1/31/09,362,1032,3072.68
95db-ae59,6/3/11,132,1032,1251.90
a3aa-5a1f,4/16/10,155,1032,1204.00
a554-c79c,7/5/09,513,1032,3842.62
26c1-0e01,4/10/11,159,1032,980.27
4ea4-5c39,5/14/10,114,1032,925.79
5a06-c20e,7/24/10,142,1042,1506.48
808d-c24e,1/22/12,84,1032,624.90
b783-f0fd,6/19/10,68,1032,972.98
e781-5cf3,7/3/10,402,1020,3038.04
ec3f-8a30,9/29/10,231,1032,1721.92
2d45-f911,12/28/10,84,1032,727.50
7fb9-0e89,3/4/12,63,1032,491.60
881f-8350,11/22/08,205,1032,1918.04
8b6a-f943,9/11/10,19,1032,146.52
1c33-ee48,4/5/12,3,1566,21.29
2975-e232,6/21/09,19,1032,225.32
391f-4864,2/24/11,121,1032,1132.38
671a-55ff,3/5/12,24,1032,191.01
90d9-11e5,6/28/11,11,1070,102.81
2100-3c73,4/17/10,32,1032,235.08
2769-5bc6,4/5/09,364,1024,3696.75
2cec-66d0,11/17/07,533,1032,4934.24
2d35-c8e1,12/14/09,633,1032,6554.66
9a15-43b9,6/14/11,126,1078,1610.10
b524-4001,11/20/11,12,1926,103.54
cb0d-6ac6,2/22/09,24,1074,228.69
3fcd-bd64,5/13/11,92,1004,1246.77
4fea-b29f,6/24/09,210,1028,2144.46
7637-214b,10/12/08,323,1032,3737.63
abdd-61c1,7/30/11,155,1032,1289.66
b4b0-82a3,2/21/09,31,1032,311.22
bdba-100f,6/27/10,28,1070,274.27
ec79-a522,3/6/09,401,1032,4028.57
5625-41d0,5/28/10,377,1028,3595.80
97b4-f1da,11/6/10,10,1032,71.18
9a7f-4414,1/15/09,1040,1032,7531.96
c391-be8a,10/1/08,79,1032,1871.25
c9e7-d8f9,12/28/06,344,1032,3507.39
0b51-dd02,10/20/07,828,1032,9956.38
12dd-9bcc,4/17/11,180,1032,2037.76
24cc-3a5b,10/6/11,85,1032,676.93
34e3-7db5,9/16/10,180,1032,1137.22
da9f-ee35,10/28/11,28,1032,188.71
0917-e4f0,3/28/07,160,1032,1538.75
0bff-48e5,5/23/10,112,1926,1919.83
12d7-7db9,1/6/95,2,1000,23.58
1b29-8257,11/9/08,176,1032,1935.67
3813-5ece,4/23/11,157,1032,1453.54
4f9a-6662,1/29/09,311,1032,2207.61
7472-6951,7/15/11,19,1032,129.38
da30-95bd,6/16/11,319,1032,2216.36
17b2-fed0,10/17/11,71,1032,578.03
2cd2-e848,4/15/12,2,1814,19.74
4e00-a1d0,2/15/09,263,1024,2177.00
6f61-10e6,5/7/09,389,1032,2978.50
b24a-115e,12/20/07,366,1032,6371.87
bffd-7203,4/18/10,356,1032,2864.35
07ff-afd9,10/16/07,659,1032,6582.56
1872-0ba2,3/11/07,504,1032,5240.15
bcf2-98c5,4/9/09,100,1070,1119.47
090a-4354,9/4/08,219,1048,2181.16
2e9c-a29f,2/6/11,40,1032,388.79
4afe-3b95,9/20/11,57,1032,580.53
51d8-3a1e,5/9/10,287,1032,2002.40
5e75-2d98,11/24/07,784,1020,11249.21
6cc1-82d1,3/24/08,77,1032,840.44
8311-78c8,3/20/10,347,1032,4270.70
85ac-8e0f,8/1/09,55,1032,605.98
876a-91d5,4/20/08,408,1032,2945.63
acd0-a7f3,7/8/11,11,1032,130.26
e14e-4352,11/21/10,36,1596,640.32
09af-b3ab,4/13/12,14,1032,135.94
307b-1a82,3/1/11,96,1020,764.62
723d-8144,9/11/10,28,1020,337.99
7379-e7db,2/10/08,374,1024,4384.88
8ca2-45ec,5/30/10,12,1066,107.06
9747-35ed,9/11/09,185,1032,1426.33
fce9-3116,12/17/10,76,1032,602.25
41c6-df98,9/2/11,91,1944,758.15
7c12-28d4,4/24/08,494,1028,7208.33
86dc-a60f,2/3/12,11,1078,90.92
be7f-d8d2,12/18/10,9,1028,79.70
bffd-485f,1/26/09,671,1032,6568.98
c9e2-78d9,12/14/08,624,1032,5324.90
e90b-f7b3,1/13/08,394,1032,4123.92
14f2-b9fc,10/24/11,36,1032,392.49
2a5c-9dc4,10/24/09,379,1028,4476.84
2fab-3e6b,8/9/09,457,1032,4772.37
b5d2-77a9,5/25/09,423,1020,3614.81
0239-af7e,10/4/10,56,1032,447.08
2d0b-634a,4/6/10,224,1020,1809.14
4901-8d25,12/21/08,201,1032,2280.90
5819-9d2d,12/20/08,190,1032,2104.74
5cd1-7930,6/8/07,1205,1020,15994.75
e28b-87c4,7/28/07,262,1032,3889.01
2477-2a3d,8/29/10,287,1032,2584.13
a780-4bac,8/8/09,191,1032,1631.07
0fb1-295d,11/28/10,100,1930,732.34
11c9-14a7,5/12/11,10,1074,78.45
6ad8-2503,6/2/10,149,1048,1355.73
ba40-b8ab,4/6/07,266,1032,2998.02
c149-5034,6/5/10,182,1032,1575.67
fba6-b717,9/26/08,394,1032,4785.42
20ef-47df,7/3/09,127,1020,1136.39
2221-4f1c,2/27/10,89,1032,768.70
3ee6-423a,4/5/07,1190,1032,9552.39
b266-ca58,12/5/09,112,1712,1018.84
b6f3-a6fb,9/28/11,96,1032,688.00
31d6-788f,10/19/09,784,1032,6639.94
45ae-abc5,8/12/08,495,1032,7545.59
5b0d-3bf3,4/22/09,335,1032,4090.88
5bdb-d2cf,12/16/11,83,1032,657.08
b290-f0cb,5/23/10,195,1090,2659.90
f50a-c60b,3/7/10,461,1032,3757.97
3d0d-0494,3/15/09,115,1032,1041.99
e3f7-03ee,10/17/09,368,1020,4185.43
f809-fafa,2/7/09,318,1032,2941.02
2787-b361,12/2/09,60,1032,1673.51
49ee-f4a0,8/6/08,252,1032,2667.18
5a66-84bb,8/20/11,21,1066,607.94
e60a-565c,10/22/09,121,1048,1418.80
ea8c-fbc5,12/13/09,45,1032,746.91
f09b-8ab6,7/8/07,916,1032,11117.12
02a7-d07d,12/1/08,70,1032,723.91
14f4-49a4,7/4/09,99,1058,1333.90
180a-c684,4/16/08,781,1032,7166.40
1ef9-8770,5/14/10,21,1834,423.74
4f7a-d4da,11/28/07,438,1032,5354.13
b870-1f22,11/27/09,197,1024,3223.30
cae3-48af,4/26/08,895,1032,9622.67
cd48-fcd3,9/4/11,25,1716,310.82
dba5-937c,9/25/09,1758,1032,28554.94
eafb-f75a,5/14/10,87,1418,816.72
087f-57de,4/4/07,116,1032,1010.92
2035-741b,10/25/11,4,1048,60.23
55c1-04ca,7/31/11,64,1028,596.88
8188-3c65,9/17/11,34,1032,335.73
a3b2-1bab,5/22/08,327,1032,3349.85
eb2d-a8a1,9/13/09,357,1032,2836.79
01b0-3cf6,5/22/11,51,1032,369.96
0236-f9bc,2/15/11,102,1032,917.18
366c-87dc,10/18/09,563,1032,5319.24
5488-6c91,11/7/11,22,1032,244.50
65be-3367,3/7/09,210,1032,2496.34
9e38-02dd,1/21/11,2,1024,49.12
ace8-3e1e,1/6/95,8,1000,234.92
b4d3-b4f6,8/10/08,305,1066,4039.22
0786-506a,5/3/12,9,1032,77.80
0c39-362b,10/17/10,29,1574,232.17
2d52-2068,11/28/09,274,1032,3582.38
3683-a344,4/19/12,13,1032,104.47
3bff-d501,9/29/10,50,1086,740.35
5847-b143,7/11/09,103,1032,924.74
bf09-11ef,4/20/09,769,1032,9269.50
dc25-5b96,3/26/12,6,1020,79.71
e2ff-a517,4/4/09,354,1032,3331.14
00a2-baf5,10/31/11,23,1708,209.80
148c-06c3,2/13/10,127,1972,968.20
1a98-23cb,4/27/12,3,1032,15.86
417d-9025,10/24/09,628,1032,3724.24
813a-1c56,5/31/10,148,1032,1232.59
8a42-0617,4/20/08,254,1004,3730.81
942f-cf5a,5/23/10,72,1918,567.03
d97e-74a1,10/12/08,993,1032,9017.51
1641-af22,1/19/10,757,1032,8236.81
2e4a-cbdb,11/7/10,133,1032,2017.68
31a8-9ee5,10/23/07,488,1032,5403.18
4be9-9f86,7/18/10,36,1024,808.94
6e19-7ade,11/14/09,407,1032,4262.85
8a7b-764e,2/10/11,32,1424,320.98
985c-a212,5/31/10,81,1032,654.02
c60a-ccbc,5/17/11,188,1032,1093.88
1b4b-7ae5,9/8/11,94,1032,573.66
1fb2-9c84,12/16/07,1017,1032,9752.27
ebaa-5756,10/20/07,321,1032,4310.09
f57f-3cc5,4/17/10,115,1032,1653.57
23ec-d81b,2/7/10,299,1042,3749.95
2e2c-5520,3/24/11,132,1926,1062.43
3f61-a6e3,11/11/07,831,1004,6714.52
7481-76df,8/8/10,217,1048,4237.31
899f-3dfa,4/4/08,562,1086,8946.22
a886-0d98,9/9/11,70,1032,482.22
b07c-862d,8/7/09,623,1028,5174.82
c1a5-eaa0,7/21/10,13,1082,195.25
f226-b37a,9/21/08,72,1066,777.48
f8d2-651b,12/18/11,36,1032,503.04
2dbd-d203,8/8/09,232,1048,1891.08
462c-25c9,5/11/09,108,1032,1012.17
a1dc-274c,9/27/08,338,1032,3711.00
af2c-e351,11/23/07,51,1020,649.49
b8a8-816d,2/12/09,441,1028,6233.30
5c07-5505,10/1/11,20,1032,134.78
b1a4-6a87,9/5/09,397,1784,4137.19
d49d-8f1f,3/23/10,87,1004,760.44
e1bc-6d2c,1/15/10,219,1032,2281.70
f13e-e2a8,3/28/09,160,1032,1407.02
3220-43ef,5/12/11,21,1032,516.23
5573-20c8,1/7/11,83,1112,1164.56
8051-8849,9/1/09,955,1032,9017.99
9054-5274,7/2/07,733,1032,6899.39
9e9d-7718,1/12/08,103,1032,1199.40
bf4d-2c93,1/1/11,13,1042,200.50
cbb5-cf80,9/15/10,128,1032,1054.92
d8be-fd0d,12/15/11,135,1032,1840.46
e7ee-0d66,12/30/09,390,1032,4353.89
ee5d-a19f,6/20/07,348,1032,3967.36
077c-8767,7/19/09,601,1032,4032.31
08a3-69d0,9/17/11,98,1032,640.62
1dfb-505e,4/26/12,2,1032,24.32
2099-9a46,6/26/10,104,1684,991.66
2101-c3f8,1/18/09,479,1032,4160.24
6171-9f17,11/14/11,38,1032,385.23
997b-6284,12/19/09,371,1078,4727.66
c4e0-35cf,3/13/12,11,1410,103.36
c8a4-c90e,6/17/07,230,1032,2448.46
fc39-b7eb,12/11/10,365,1032,2861.70
123b-a601,10/11/10,9,1032,107.91
383a-2484,7/1/11,23,1268,242.82
abf5-0d0a,8/13/09,755,1032,4957.07
bd63-6b45,10/13/07,722,1032,8151.62
e17a-6dcf,11/23/11,12,2600,98.82
34dd-b5ec,6/18/11,440,1032,4728.09
4593-0208,4/16/08,347,1020,13404.84
6f81-e6e5,2/8/09,889,1032,7649.19
bd75-6a6f,3/16/11,23,1032,259.77
d2ac-7237,5/23/09,482,1032,4771.70
e082-1b90,4/26/11,61,1032,384.91
19a4-b785,8/10/10,298,1032,2224.36
4ca0-4423,2/16/11,150,1636,1165.16
9cf2-4f2e,8/29/09,97,1020,2317.16
aa04-523e,12/30/09,616,1020,9709.55
e593-78dc,4/5/09,327,1032,3316.80
0458-996b,9/14/08,722,1032,5961.99
0c15-d0b4,6/28/08,193,1032,2796.22
0cbd-b61b,2/19/11,49,1406,631.90
3fc1-c90b,1/10/09,313,1032,3080.89
4ee2-41d6,4/23/10,69,1082,1105.44
815d-465a,4/6/10,254,1042,2664.68
aa90-a64b,2/1/09,166,1032,1365.69
cb59-ac12,10/29/09,67,1032,654.86
cbc7-ce19,7/12/09,153,1032,1096.06
0426-b92c,7/17/11,119,1032,1188.09
7fd9-9f52,6/13/08,945,1032,10366.14
8e37-9bc2,7/25/07,1994,1032,24868.02
966b-07cc,7/1/09,616,1032,4961.18
df2d-76ca,7/26/08,486,1020,4229.76
07a3-a473,4/15/12,10,1024,76.78
0ce3-a695,9/29/09,464,1032,2642.44
c8be-6691,5/7/10,264,1066,3141.34
0b8d-1405,1/29/11,25,1004,277.41
4020-2a9c,3/23/08,567,1032,4803.51
5458-6e8e,10/25/10,463,1032,4391.62
6752-9156,4/19/12,3,1032,17.68
d94b-e938,9/8/10,303,1032,1907.36
dadf-aa40,9/7/11,90,1032,805.04
36f2-ae22,2/19/11,55,1032,765.17
66ed-74ac,8/20/11,146,1032,1176.02
67be-95c7,8/27/11,88,1032,783.38
8ec5-5024,12/23/07,163,1032,1215.83
ab6c-fbed,4/1/12,6,1020,58.12
c346-bd2d,9/12/08,1099,1032,9084.28
f5bb-27ce,5/22/10,236,1012,2166.50
035c-1ed3,7/30/08,182,1032,1750.23
3dc0-2079,11/29/08,60,1032,609.19
5657-789f,8/1/08,151,1032,1359.84
6f5a-03c0,4/1/10,250,1032,2325.86
913b-f884,6/20/07,840,1032,8158.02
afc8-76f7,8/11/08,394,1032,3306.73
23a0-2f45,5/8/10,153,1032,1737.21
7390-1d2b,9/25/10,84,1032,671.00
a135-3639,9/6/09,277,1032,2026.91
d3bf-0e05,5/3/10,297,1032,3398.90
4a54-9551,3/23/08,342,1032,4096.88
4fa8-290d,10/3/09,69,1020,663.60
8557-5e1f,1/4/08,225,1032,4511.83
ada1-e68f,12/15/10,265,1032,1924.18
f16d-d32e,3/8/09,68,1032,639.54
396e-3336,11/28/08,278,1032,3366.02
444f-4fc3,4/3/10,61,1032,606.62
a36e-e67a,9/15/11,12,1020,275.58
afa5-92f8,8/26/11,134,1032,989.08
bd93-eb5e,4/15/12,6,1596,83.13
c9dc-f0f7,10/17/08,270,1032,2279.51
d93d-db01,10/13/07,644,1032,5233.35
efab-e5ed,12/16/10,17,1112,276.45
47f3-a7d9,9/16/11,326,1032,2294.69
7b4d-bd27,1/11/09,132,1032,1214.81
92ac-0a3e,6/4/08,997,1032,10396.20
c6cf-3873,6/1/08,201,1078,2316.51
ee6a-3f91,7/12/08,706,1032,8106.27
1b9c-fd94,3/20/10,27,1004,412.14
243e-2f83,5/12/07,225,1032,2796.41
4bac-e3aa,7/30/11,181,1032,3248.46
56ad-7cae,6/4/10,42,1020,609.90
6751-3c34,6/20/09,316,1032,2256.66
bbd1-4431,7/25/09,172,1032,2607.06
c181-9104,8/11/09,553,1074,5680.64
d3d0-50d7,1/19/12,20,1032,106.46
d456-3b23,12/12/10,70,1684,568.98
d7d6-682c,4/26/10,96,1032,1569.86
f423-46f7,1/14/12,127,1032,771.21
00c7-1d79,1/7/09,87,1032,979.85
7a53-fe21,9/28/10,18,1032,195.74
a37a-7a2d,10/3/10,90,1032,634.52
c48b-fc57,7/29/10,130,1070,1270.69
4a69-99fc,8/20/11,13,1048,222.06
9596-9b5b,3/10/10,29,1032,259.51
da84-cb13,4/18/12,1,1032,5.30
3827-dca5,1/24/11,239,1024,1398.45
457f-f228,4/15/09,342,1020,10357.35
4759-8f1f,10/30/11,32,1070,686.09
6989-e061,8/28/10,40,1078,265.24
b588-623f,1/28/08,150,1032,2086.95
b772-efe8,5/25/08,140,1066,3152.73
e5ea-af2b,8/27/08,580,1032,6414.46
6aa5-6690,12/14/08,575,1020,14046.16
6eb0-26b9,3/26/10,67,1058,644.03
7651-7dee,5/3/09,531,1032,3866.37
8f3e-727c,3/4/07,950,1032,12733.06
c9d8-8de5,2/22/09,202,1032,2662.04
d691-7452,10/22/11,87,1032,616.61
dc08-0417,7/4/10,186,2754,1873.68
fca3-f901,10/30/10,88,1578,784.58
4fc4-23f6,10/17/10,89,1004,975.62
8652-d8ea,7/11/07,185,1024,2052.94
8850-e25c,3/7/09,277,1024,2282.18
4e85-62f6,6/22/08,435,1028,3442.22
5413-d95f,2/20/10,126,1048,1083.98
86f7-2f0b,9/22/09,32,1040,636.22
bea6-5bf5,5/11/08,298,1032,2578.29
dd09-1522,10/17/10,52,1708,617.14
eec3-4967,3/10/10,106,1032,1041.46
4afe-b445,9/9/10,43,1708,435.03
73d8-d14d,5/3/09,132,1032,1028.95
94c3-6eb9,11/6/09,220,1032,1532.78
9f57-26dc,7/25/09,486,1032,4316.62
a8e1-b0de,6/10/10,467,1032,6017.77
dedb-ebf2,10/20/07,455,1032,4244.82
1e4c-3fbc,11/29/08,117,1418,1017.32
2608-8b83,9/3/09,24,1024,418.71
4561-5ace,5/29/11,14,1048,515.32
4815-4f97,6/21/09,293,1724,1834.14
8309-6421,8/8/08,600,1032,4376.22
92a4-3839,4/2/09,557,1032,4251.35
d5f7-462e,3/15/09,199,1032,1740.40
1161-0e8e,10/5/08,426,1078,2841.48
152d-7618,12/21/08,265,1032,3164.82
5321-e797,4/12/12,15,1032,120.00
7261-e351,1/24/08,570,1032,6730.52
801d-100d,3/17/12,14,1032,135.63
859c-cc4a,11/19/08,226,1032,2019.73
b84a-4bd9,3/16/11,23,1032,289.16
c48a-f7ba,4/17/11,24,1926,360.38
c7dd-94ae,5/14/11,108,1032,896.03
cd83-19d1,8/20/09,85,1032,993.69
d332-25fb,2/12/09,40,1020,454.95
dbdc-f711,5/15/10,45,1032,566.30
ee06-bcc9,9/1/10,63,1032,708.08
054d-beab,1/1/09,572,1032,13272.82
16b4-7439,12/12/08,124,1048,1146.29
3731-6e0c,9/3/11,26,2044,172.30
7bca-a51d,7/12/10,112,1032,1085.98
b285-5c80,9/9/11,26,1048,515.13
b9c7-0ea7,6/12/09,134,1032,1128.33
d4a4-f42d,3/31/11,142,1032,1308.69
1e1c-0e62,4/25/11,93,1032,499.46
6f1d-da26,10/14/09,521,1032,6386.17
83a7-c6f1,6/29/09,186,1032,1605.69
94f9-b086,12/30/09,29,1004,264.78
a3c7-67ac,1/26/09,328,1608,2084.98
c32e-a886,9/3/11,4,1972,24.74
cc3a-cd63,7/27/10,36,1032,462.70
ce97-875d,3/2/10,130,1032,1730.94
d2db-9fa4,3/22/11,15,1032,89.50
33aa-4a94,3/14/09,364,1028,3067.26
3b52-21f5,11/8/09,190,1032,1075.56
c2c6-fc25,8/6/10,322,1926,2264.81
d6df-cb75,12/25/11,10,1092,244.70
069a-5579,1/6/95,23,1000,568.69
586e-3a3b,6/29/10,18,1048,190.90
db88-fe0f,7/23/09,46,1032,586.09
e3bc-4d5a,12/23/07,229,1040,3837.95
1d20-775c,6/6/09,737,1032,5821.89
263a-487d,4/1/12,34,1032,320.28
2a99-43f4,4/2/09,290,1032,2450.10
2b3e-3129,8/24/08,546,1032,8232.16
2cf6-2052,9/29/08,1032,1032,9451.87
75bb-00e1,12/11/07,347,1032,3394.98
79e9-e4f5,9/25/11,80,1032,470.01
401b-8ac2,10/17/10,86,1024,792.03
e919-dd1e,2/20/10,249,1632,2057.86
edc9-10f5,9/18/11,57,1032,529.86
f556-9463,3/27/08,155,1032,1912.17
0c0c-4e3c,6/29/08,410,1032,5130.49
5cdb-e0cd,9/19/09,129,1708,811.85
a9fe-0e26,6/21/11,122,1596,1147.70
f15e-e921,12/13/09,58,1024,477.79
f326-54f9,6/25/09,251,1032,2207.02
f65f-2d3f,11/14/08,270,1032,3090.21
3187-7686,2/18/11,27,1032,145.23
35b4-173d,11/9/07,24,1032,323.16
9503-d176,10/23/11,18,1078,131.86
bfe4-7040,8/9/09,346,1032,2207.59
d4d4-b094,11/30/09,74,1032,1104.76
ecc2-ef8e,10/4/08,168,1032,1662.53
fc92-b8a4,8/23/08,88,1032,1711.42
0bc3-6ab6,9/1/10,248,1032,2675.68
29f6-02d9,10/24/09,542,1070,3736.92
3354-067c,3/17/11,111,4026,750.04
3d8e-5950,12/15/08,294,1032,1843.95
64c5-ee60,5/29/10,17,1684,142.46
82a2-8cd6,1/23/11,98,1032,947.86
